,time,temp_max_C,temp_min_C,temp_mean_C,precip_mm,wind_speed_max_m_s,weather_code,heavy_rain_flag,thunderstorm_flag,Complaint_Count
712,2024-05-22,40.5,28.5,33.5,0.0,20.0,3,0,0,36.0
713,2024-05-23,40.1,27.0,33.6,0.1,17.5,51,0,0,41.0
714,2024-05-24,39.6,27.6,33.4,0.0,18.9,3,0,0,24.0
715,2024-05-25,40.3,27.7,34.0,0.0,13.7,3,0,0,51.0
716,2024-05-26,39.5,29.2,34.2,1.9,12.6,61,0,0,53.0
717,2024-05-27,41.3,28.7,35.2,0.0,12.8,3,0,0,69.0
718,2024-05-28,45.1,30.2,37.2,0.0,16.6,3,0,0,101.0
719,2024-05-29,45.2,32.7,38.2,0.0,26.1,3,0,0,145.0
720,2024-05-30,45.0,32.0,38.3,0.0,18.1,3,0,0,78.0
721,2024-05-31,44.0,31.5,36.8,0.0,18.6,3,0,0,149.0
722,2024-06-01,44.1,30.2,36.2,0.0,18.6,3,0,0,181.0
723,2024-06-02,40.7,30.0,33.4,0.9,15.3,53,0,0,94.0
724,2024-06-03,39.5,27.2,33.0,0.0,14.7,3,0,0,62.0
725,2024-06-04,37.4,28.3,33.0,0.4,14.9,51,0,0,34.0
726,2024-06-05,39.2,28.8,33.2,0.0,11.1,3,0,0,26.0
727,2024-06-06,40.6,28.6,32.1,9.1,21.8,65,0,0,39.0
728,2024-06-07,40.1,26.6,33.3,0.1,16.2,51,0,0,43.0
729,2024-06-08,39.7,28.0,33.3,1.7,14.1,55,0,0,56.0
730,2024-06-09,39.5,27.9,33.6,0.0,13.0,3,0,0,45.0
731,2024-06-10,40.3,29.7,34.6,0.4,13.7,51,0,0,63.0
732,2024-06-11,40.8,29.8,34.6,0.2,11.8,51,0,0,48.0
733,2024-06-12,40.8,31.0,35.1,0.0,13.5,3,0,0,46.0
734,2024-06-13,40.9,29.9,34.4,1.4,19.7,55,0,0,87.0
735,2024-06-14,40.0,31.7,35.1,0.0,17.7,3,0,0,57.0
736,2024-06-15,40.3,27.7,33.9,2.2,25.8,61,0,0,97.0
737,2024-06-16,36.7,27.5,31.4,0.0,12.0,3,0,0,28.0
738,2024-06-17,36.7,28.5,32.6,0.9,21.5,53,0,0,57.0
739,2024-06-18,38.3,28.8,32.8,0.7,16.3,53,0,0,32.0
740,2024-06-19,37.0,26.5,31.9,7.7,12.2,63,0,0,59.0
741,2024-06-20,34.3,26.4,29.9,11.0,15.6,63,0,0,43.0
742,2024-06-21,31.7,25.8,28.1,19.6,11.5,63,0,0,39.0
743,2024-06-22,33.3,24.9,28.3,10.5,9.1,63,0,0,39.0
744,2024-06-23,33.4,25.4,29.5,1.3,12.7,51,0,0,35.0
745,2024-06-24,34.6,25.4,30.2,22.4,11.5,65,0,0,41.0
746,2024-06-25,34.1,26.6,30.4,4.8,10.2,63,0,0,74.0
747,2024-06-26,33.6,27.0,29.8,5.2,11.6,61,0,0,51.0
748,2024-06-27,34.5,26.0,29.3,2.9,13.1,61,0,0,48.0
749,2024-06-28,33.6,25.5,29.0,11.9,11.5,63,0,0,71.0
750,2024-06-29,31.7,25.9,27.7,37.0,19.3,63,0,0,31.0
751,2024-06-30,29.2,25.1,26.9,26.9,16.8,63,0,0,20.0
752,2024-07-01,28.7,25.0,26.4,28.0,16.5,63,0,0,14.0
753,2024-07-02,31.5,25.1,27.5,14.0,21.8,63,0,0,36.0
754,2024-07-03,26.5,25.3,25.9,51.7,15.6,63,1,0,44.0
755,2024-07-04,31.5,24.7,27.0,26.5,16.9,63,0,0,28.0
756,2024-07-05,30.7,25.8,27.6,3.2,15.1,61,0,0,39.0
757,2024-07-06,31.7,25.8,28.2,2.3,13.4,55,0,0,33.0
758,2024-07-07,32.7,25.2,28.5,11.1,9.2,63,0,0,46.0
759,2024-07-08,31.6,25.1,28.1,1.9,15.6,53,0,0,27.0
760,2024-07-09,32.9,25.1,28.5,2.1,13.4,55,0,0,19.0
761,2024-07-10,32.2,25.8,28.9,0.6,12.7,51,0,0,25.0
762,2024-07-11,31.3,25.9,28.1,16.2,16.3,63,0,0,29.0
763,2024-07-12,29.7,25.6,27.3,3.0,13.0,55,0,0,46.0
764,2024-07-13,30.1,24.6,27.3,24.1,13.1,63,0,0,31.0
765,2024-07-14,32.0,25.3,28.0,14.3,7.8,65,0,0,28.0
766,2024-07-15,32.7,25.6,28.1,11.9,17.9,63,0,0,37.0
767,2024-07-16,33.1,26.0,29.1,1.6,14.2,51,0,0,35.0
768,2024-07-17,34.1,25.8,29.6,1.2,9.7,51,0,0,29.0
769,2024-07-18,33.6,26.1,29.1,10.3,12.0,65,0,0,38.0
770,2024-07-19,32.9,26.3,28.8,22.7,19.1,65,0,0,49.0
771,2024-07-20,32.4,26.1,28.6,9.1,18.0,63,0,0,39.0
772,2024-07-21,31.2,25.5,27.9,1.6,13.7,51,0,0,28.0
773,2024-07-22,29.8,25.7,27.2,4.0,15.3,55,0,0,34.0
774,2024-07-23,29.2,25.1,26.5,18.3,20.0,63,0,0,46.0
775,2024-07-24,29.7,25.1,26.6,25.3,20.0,65,0,0,34.0
776,2024-07-25,30.8,24.8,27.0,14.8,21.1,65,0,0,39.0
777,2024-07-26,30.9,25.1,27.3,22.8,15.9,65,0,0,26.0
778,2024-07-27,30.7,25.4,27.2,47.6,15.7,65,0,0,29.0
779,2024-07-28,30.4,25.1,27.1,5.0,12.2,61,0,0,33.0
780,2024-07-29,31.3,25.1,28.0,3.0,11.1,61,0,0,38.0
781,2024-07-30,31.2,25.6,27.6,15.6,13.5,63,0,0,48.0
782,2024-07-31,30.2,25.0,27.0,28.0,14.3,63,0,0,21.0
783,2024-08-01,27.6,25.4,26.1,27.5,17.2,63,0,0,28.0
784,2024-08-02,26.1,24.7,25.4,34.4,21.0,63,0,0,19.0
785,2024-08-03,28.0,24.8,25.9,15.9,22.5,61,0,0,34.0
786,2024-08-04,31.3,24.8,27.5,1.3,18.4,51,0,0,27.0
787,2024-08-05,28.7,25.1,26.8,7.8,11.9,55,0,0,55.0
788,2024-08-06,28.9,24.6,26.3,60.6,11.5,65,1,0,58.0
789,2024-08-07,27.8,24.8,25.8,21.3,12.6,63,0,0,20.0
790,2024-08-08,28.7,24.3,25.7,28.1,15.4,65,0,0,9.0
791,2024-08-09,28.0,24.7,26.1,19.5,13.2,63,0,0,36.0
792,2024-08-10,30.2,24.6,26.8,19.5,11.5,63,0,0,23.0
793,2024-08-11,31.5,25.0,27.8,0.5,14.6,51,0,0,31.0
794,2024-08-12,31.8,24.3,27.8,5.4,11.6,63,0,0,42.0
795,2024-08-13,30.9,25.1,27.8,40.5,10.8,65,0,0,18.0
796,2024-08-14,31.0,25.2,27.3,21.4,11.4,63,0,0,29.0
797,2024-08-15,27.6,25.1,26.1,68.9,10.5,65,1,0,19.0
798,2024-08-16,29.0,25.1,26.2,47.4,13.9,65,0,0,26.0
799,2024-08-17,31.1,25.0,26.8,17.2,9.4,65,0,0,28.0
800,2024-08-18,30.3,24.0,26.6,13.9,13.4,65,0,0,21.0
801,2024-08-19,30.9,24.1,27.0,38.4,7.9,65,0,0,36.0
802,2024-08-20,29.9,24.7,26.3,40.5,12.8,65,0,0,30.0
803,2024-08-21,29.4,24.6,26.7,19.0,13.1,63,0,0,36.0
804,2024-08-22,28.1,24.9,26.1,46.4,12.4,63,0,0,33.0
805,2024-08-23,28.4,24.7,26.0,35.6,14.3,63,0,0,30.0
806,2024-08-24,28.4,24.4,25.7,32.2,16.1,65,0,0,32.0
807,2024-08-25,27.9,24.4,25.7,8.0,12.5,63,0,0,41.0
808,2024-08-26,26.8,24.4,25.4,25.9,11.2,65,0,0,30.0
809,2024-08-27,30.0,24.3,26.5,6.9,11.4,61,0,0,31.0
810,2024-08-28,29.8,23.7,26.8,1.7,10.9,53,0,0,39.0
811,2024-08-29,30.3,24.5,26.6,7.9,8.5,61,0,0,44.0
812,2024-08-30,33.0,24.0,28.2,0.9,12.3,51,0,0,40.0
813,2024-08-31,32.2,25.4,28.8,1.0,16.8,51,0,0,19.0
814,2024-09-01,31.7,26.1,28.3,0.7,20.9,51,0,0,18.0
815,2024-09-02,30.5,25.5,27.8,3.5,16.6,63,0,0,46.0
816,2024-09-03,32.0,24.3,28.1,1.7,12.2,55,0,0,30.0
817,2024-09-04,32.8,24.5,28.6,0.4,10.4,51,0,0,25.0
818,2024-09-05,31.3,24.7,27.2,17.2,12.4,65,0,0,25.0
819,2024-09-06,30.7,24.1,27.4,11.6,11.3,63,0,0,73.0
820,2024-09-07,31.4,25.1,27.5,13.6,9.1,63,0,0,129.0
821,2024-09-08,32.0,24.6,27.4,35.1,16.2,65,0,0,92.0
822,2024-09-09,31.3,25.2,27.3,45.2,19.2,65,0,0,53.0
823,2024-09-10,32.5,25.7,28.1,2.3,17.7,51,0,0,36.0
824,2024-09-11,31.7,25.2,28.1,1.3,15.3,51,0,0,16.0
825,2024-09-12,30.9,25.0,27.8,0.6,13.4,51,0,0,33.0
826,2024-09-13,30.8,25.6,27.6,7.3,12.1,61,0,0,35.0
827,2024-09-14,29.9,24.4,26.8,10.5,15.8,63,0,0,34.0
828,2024-09-15,28.9,24.4,27.2,1.4,19.5,53,0,0,30.0
829,2024-09-16,29.1,24.8,26.2,24.5,23.5,63,0,0,21.0
830,2024-09-17,30.0,24.5,26.5,4.1,15.5,55,0,0,35.0
831,2024-09-18,29.0,23.6,26.1,3.7,11.2,55,0,0,34.0
832,2024-09-19,31.1,23.8,27.5,0.9,8.2,51,0,0,36.0
833,2024-09-20,31.7,24.2,27.9,5.1,13.7,61,0,0,32.0
834,2024-09-21,33.3,25.0,28.6,4.5,9.2,61,0,0,61.0
835,2024-09-22,32.0,24.4,27.5,11.6,6.7,63,0,0,76.0
836,2024-09-23,32.8,25.0,27.8,14.9,10.7,63,0,0,111.0
837,2024-09-24,30.9,24.8,27.0,31.9,14.1,65,0,0,59.0
838,2024-09-25,29.0,25.0,26.4,21.6,7.9,63,0,0,64.0
839,2024-09-26,30.8,25.0,26.9,13.0,14.2,63,0,0,32.0
840,2024-09-27,31.3,25.0,27.2,21.6,13.6,65,0,0,16.0
841,2024-09-28,32.2,24.3,28.0,0.3,12.8,51,0,0,37.0
842,2024-09-29,31.9,24.3,27.7,4.7,9.7,63,0,0,33.0
843,2024-09-30,32.7,24.9,28.3,2.5,13.7,61,0,0,46.0
844,2024-10-01,32.8,25.4,29.0,0.5,10.7,51,0,0,22.0
845,2024-10-02,32.7,25.9,28.9,1.0,13.9,51,0,0,26.0
846,2024-10-03,33.8,24.8,28.5,0.9,14.7,51,0,0,20.0
847,2024-10-04,33.2,24.0,28.7,0.1,12.5,51,0,0,33.0
848,2024-10-05,33.0,23.6,28.5,0.0,8.8,3,0,0,16.0
849,2024-10-06,32.6,24.0,27.9,0.0,11.6,3,0,0,29.0
850,2024-10-07,31.1,24.7,27.2,5.3,11.9,63,0,0,43.0
851,2024-10-08,30.8,24.2,26.7,16.4,6.1,65,0,0,31.0
852,2024-10-09,31.7,24.0,27.1,3.4,8.1,61,0,0,26.0
853,2024-10-10,32.3,24.0,27.7,0.6,11.0,51,0,0,17.0
854,2024-10-11,32.4,23.5,28.0,0.0,7.6,2,0,0,17.0
855,2024-10-12,32.5,24.3,28.3,0.2,6.5,51,0,0,10.0
856,2024-10-13,32.5,24.1,27.9,0.7,12.3,53,0,0,14.0
857,2024-10-14,32.8,23.9,27.3,9.2,16.2,63,0,0,18.0
858,2024-10-15,32.4,23.6,27.8,0.2,10.3,51,0,0,18.0
859,2024-10-16,32.8,24.5,28.4,0.3,8.2,51,0,0,20.0
860,2024-10-17,33.4,24.1,28.6,0.0,11.2,3,0,0,13.0
861,2024-10-18,33.1,24.2,28.5,0.5,7.6,51,0,0,31.0
862,2024-10-19,32.3,24.9,27.6,0.3,16.4,51,0,0,28.0
863,2024-10-20,32.2,23.6,27.7,0.1,9.2,51,0,0,20.0
864,2024-10-21,32.6,23.2,27.5,0.0,10.0,3,0,0,25.0
865,2024-10-22,32.6,22.5,26.8,0.0,11.6,3,0,0,29.0
866,2024-10-23,32.5,21.9,26.6,0.0,13.2,3,0,0,47.0
867,2024-10-24,31.6,23.7,27.1,0.2,20.3,51,0,0,26.0
868,2024-10-25,31.1,24.1,27.3,1.6,25.7,55,0,0,18.0
869,2024-10-26,27.8,24.2,25.7,3.0,16.9,53,0,0,41.0
870,2024-10-27,30.2,23.8,26.2,0.9,8.4,51,0,0,20.0
871,2024-10-28,31.0,22.5,26.1,1.7,13.2,51,0,0,22.0
872,2024-10-29,30.1,22.9,26.4,0.0,7.1,3,0,0,17.0
873,2024-10-30,31.0,23.5,26.7,0.9,6.5,53,0,0,17.0
874,2024-10-31,31.5,23.5,27.1,0.0,8.4,2,0,0,6.0
875,2024-11-01,33.2,21.9,26.8,0.0,9.1,1,0,0,21.0
876,2024-11-02,32.4,20.0,25.5,0.0,8.6,3,0,0,7.0
877,2024-11-03,31.7,21.1,25.9,0.0,8.1,3,0,0,26.0
878,2024-11-04,30.8,19.1,24.5,0.0,7.9,0,0,0,33.0
879,2024-11-05,31.1,20.2,25.3,0.0,9.1,2,0,0,18.0
880,2024-11-06,30.9,19.9,25.2,0.0,7.7,0,0,0,31.0
881,2024-11-07,30.6,20.6,25.3,0.0,7.2,3,0,0,19.0
882,2024-11-08,30.3,21.4,25.5,0.1,6.8,51,0,0,15.0
883,2024-11-09,30.9,20.5,25.4,0.0,6.6,3,0,0,37.0
884,2024-11-10,30.1,21.3,25.4,0.7,9.2,51,0,0,32.0
885,2024-11-11,30.9,20.0,24.8,0.0,8.7,3,0,0,20.0
886,2024-11-12,30.7,19.1,24.4,0.0,9.9,3,0,0,24.0
887,2024-11-13,30.7,18.9,24.3,0.0,6.9,3,0,0,13.0
888,2024-11-14,30.2,19.0,23.6,0.0,8.6,3,0,0,13.0
889,2024-11-15,29.5,17.8,22.7,0.0,7.6,3,0,0,30.0
890,2024-11-16,28.6,16.1,21.7,0.0,7.1,3,0,0,24.0
891,2024-11-17,28.7,16.1,21.6,0.0,6.5,2,0,0,20.0
892,2024-11-18,28.7,16.0,21.4,0.0,9.4,0,0,0,25.0
893,2024-11-19,28.2,15.8,21.0,0.0,7.6,0,0,0,13.0
894,2024-11-20,27.1,15.1,20.8,0.0,8.3,0,0,0,26.0
895,2024-11-21,27.5,15.1,20.7,0.0,5.9,0,0,0,17.0
896,2024-11-22,27.1,15.2,20.5,0.0,6.0,0,0,0,23.0
897,2024-11-23,26.7,15.3,20.3,0.0,6.0,1,0,0,4.0
898,2024-11-24,26.4,15.1,20.0,0.0,5.9,3,0,0,19.0
899,2024-11-25,26.9,14.5,19.8,0.0,7.5,3,0,0,31.0
900,2024-11-26,27.1,14.5,19.9,0.0,7.8,3,0,0,12.0
901,2024-11-27,26.9,14.5,19.5,0.0,10.0,3,0,0,22.0
902,2024-11-28,26.9,14.7,20.1,0.0,13.4,3,0,0,31.0
903,2024-11-29,28.5,16.6,22.0,0.0,12.6,3,0,0,32.0
904,2024-11-30,26.1,19.5,21.8,0.4,14.7,51,0,0,38.0
905,2024-12-01,25.2,18.5,21.4,7.7,9.6,63,0,0,15.0
906,2024-12-02,26.0,19.3,22.0,2.5,12.0,61,0,0,21.0
907,2024-12-03,27.8,20.3,23.6,0.1,8.7,51,0,0,13.0
908,2024-12-04,29.6,20.2,24.1,0.0,5.9,3,0,0,25.0
909,2024-12-05,29.6,19.3,23.9,0.0,6.4,3,0,0,18.0
910,2024-12-06,28.8,18.1,22.4,0.0,8.4,1,0,0,29.0
911,2024-12-07,28.5,17.2,22.4,0.0,8.0,3,0,0,27.0
912,2024-12-08,26.9,19.1,22.6,1.7,9.3,53,0,0,18.0
913,2024-12-09,26.3,20.2,22.3,2.3,12.5,55,0,0,13.0
914,2024-12-10,27.1,17.2,21.5,0.0,10.3,3,0,0,71.0
915,2024-12-11,25.9,14.4,19.2,0.0,6.8,3,0,0,41.0
916,2024-12-12,25.3,13.0,18.7,0.0,6.9,3,0,0,31.0
917,2024-12-13,25.9,13.3,18.7,0.0,9.0,3,0,0,23.0
918,2024-12-14,25.5,13.0,18.1,0.0,8.3,3,0,0,14.0
919,2024-12-15,25.1,11.7,17.4,0.0,7.7,0,0,0,36.0
920,2024-12-16,25.1,11.3,17.1,0.0,7.7,0,0,0,25.0
921,2024-12-17,25.7,11.1,17.4,0.0,7.0,3,0,0,11.0
922,2024-12-18,26.6,11.8,18.0,0.0,7.9,3,0,0,39.0
923,2024-12-19,28.1,14.5,20.7,0.0,9.6,3,0,0,31.0
924,2024-12-20,26.4,17.8,21.6,1.2,10.7,53,0,0,17.0
925,2024-12-21,26.8,16.8,21.0,0.3,12.7,51,0,0,8.0
926,2024-12-22,26.7,16.1,20.4,0.0,7.8,3,0,0,18.0
927,2024-12-23,27.4,15.7,20.9,0.0,7.1,3,0,0,27.0
928,2024-12-24,25.7,16.7,20.9,0.0,11.2,3,0,0,25.0
929,2024-12-25,24.6,17.6,20.7,0.2,6.2,51,0,0,31.0
930,2024-12-26,28.5,17.9,22.7,0.0,7.5,3,0,0,25.0
931,2024-12-27,29.3,18.3,22.9,0.0,9.0,3,0,0,15.0
932,2024-12-28,28.8,16.9,22.5,0.0,11.6,3,0,0,11.0
933,2024-12-29,27.5,18.5,22.8,0.4,10.5,51,0,0,5.0
934,2024-12-30,27.3,17.7,22.0,0.0,11.1,0,0,0,18.0
935,2024-12-31,26.2,15.4,20.2,0.0,9.4,3,0,0,4.0
936,2025-01-01,24.5,13.1,18.0,0.0,8.5,3,0,0,3.0
937,2025-01-02,25.1,11.8,17.9,0.0,7.3,3,0,0,15.0
938,2025-01-03,24.6,11.8,17.4,0.0,7.4,3,0,0,29.0
939,2025-01-04,25.5,12.3,18.2,0.0,6.2,3,0,0,13.0
940,2025-01-05,26.4,12.9,18.9,0.0,5.6,1,0,0,16.0
941,2025-01-06,25.8,13.4,19.3,0.0,7.6,0,0,0,17.0
942,2025-01-07,26.8,13.9,19.9,0.0,11.6,0,0,0,6.0
943,2025-01-08,23.9,12.9,17.9,0.0,10.2,0,0,0,12.0
944,2025-01-09,24.6,10.5,16.8,0.0,8.2,0,0,0,19.0
945,2025-01-10,25.7,10.7,17.6,0.0,7.0,3,0,0,25.0
946,2025-01-11,26.5,12.7,18.8,0.0,8.7,3,0,0,25.0
947,2025-01-12,26.7,13.2,19.5,0.0,8.0,3,0,0,16.0
948,2025-01-13,27.2,15.0,20.8,0.0,7.8,1,0,0,26.0
949,2025-01-14,27.7,15.4,20.4,0.0,8.3,2,0,0,13.0
950,2025-01-15,26.5,14.6,19.7,0.0,10.0,3,0,0,21.0
951,2025-01-16,26.3,13.1,19.2,0.0,7.1,3,0,0,16.0
952,2025-01-17,26.3,13.6,18.8,0.0,10.2,0,0,0,10.0
953,2025-01-18,26.5,12.7,18.9,0.0,8.1,0,0,0,8.0
954,2025-01-19,26.5,12.6,18.6,0.0,8.2,0,0,0,21.0
955,2025-01-20,26.4,11.4,18.6,0.0,7.7,0,0,0,11.0
956,2025-01-21,27.3,12.3,19.1,0.0,6.7,2,0,0,5.0
957,2025-01-22,28.7,13.5,20.1,0.0,6.8,0,0,0,10.0
958,2025-01-23,29.5,14.1,20.9,0.0,7.0,2,0,0,9.0
959,2025-01-24,29.8,15.2,21.8,0.0,6.7,0,0,0,26.0
960,2025-01-25,29.0,15.8,21.7,0.0,9.9,1,0,0,23.0
961,2025-01-26,27.6,15.8,20.5,0.0,11.4,2,0,0,11.0
962,2025-01-27,27.0,12.2,19.2,0.0,9.1,1,0,0,14.0
963,2025-01-28,28.0,12.5,19.5,0.0,8.3,1,0,0,9.0
964,2025-01-29,28.5,13.9,20.6,0.0,8.4,3,0,0,12.0
965,2025-01-30,30.3,16.6,22.8,0.0,8.7,3,0,0,28.0
966,2025-01-31,31.4,18.3,24.5,0.0,10.3,1,0,0,44.0
967,2025-02-01,32.1,19.0,24.5,0.0,8.0,3,0,0,22.0
968,2025-02-02,31.4,18.7,24.6,0.0,6.8,3,0,0,26.0
969,2025-02-03,32.0,18.8,24.8,0.0,9.4,0,0,0,13.0
970,2025-02-04,31.8,19.4,24.9,0.0,8.0,3,0,0,40.0
971,2025-02-05,32.3,18.6,25.0,0.0,9.1,3,0,0,27.0
972,2025-02-06,31.6,19.7,25.0,0.0,10.8,0,0,0,14.0
973,2025-02-07,29.0,17.2,23.0,0.0,9.7,0,0,0,18.0
974,2025-02-08,28.4,16.1,21.5,0.0,8.2,0,0,0,24.0
975,2025-02-09,29.0,14.0,20.6,0.0,8.6,1,0,0,23.0
976,2025-02-10,30.7,14.3,22.1,0.0,7.2,0,0,0,17.0
977,2025-02-11,31.2,15.7,23.7,0.0,7.9,0,0,0,24.0
978,2025-02-12,32.9,17.7,24.8,0.0,12.7,0,0,0,19.0
979,2025-02-13,30.8,16.8,23.2,0.0,10.6,0,0,0,8.0
980,2025-02-14,28.5,15.1,21.2,0.0,8.7,0,0,0,14.0
981,2025-02-15,29.3,13.7,21.8,0.0,10.0,0,0,0,7.0
982,2025-02-16,31.9,15.2,22.8,0.0,10.8,0,0,0,37.0
983,2025-02-17,32.4,16.8,24.1,0.0,8.2,0,0,0,19.0
984,2025-02-18,31.5,16.9,23.8,0.0,9.1,0,0,0,41.0
985,2025-02-19,31.4,18.1,24.7,0.0,15.8,1,0,0,24.0
986,2025-02-20,31.1,20.4,25.3,0.0,13.9,2,0,0,9.0
987,2025-02-21,31.8,19.5,25.1,0.0,12.1,1,0,0,41.0
988,2025-02-22,31.9,19.5,25.2,0.1,12.5,51,0,0,22.0
989,2025-02-23,31.1,18.7,24.3,0.0,13.1,0,0,0,35.0
990,2025-02-24,30.9,17.9,23.7,0.0,11.7,0,0,0,23.0
991,2025-02-25,31.0,16.6,23.4,0.0,9.3,0,0,0,27.0
992,2025-02-26,31.4,17.0,23.6,0.0,10.2,0,0,0,14.0
993,2025-02-27,31.5,17.3,24.1,0.0,6.2,1,0,0,38.0
994,2025-02-28,33.0,17.9,24.9,0.0,10.7,3,0,0,26.0
995,2025-03-01,34.3,19.2,26.3,0.0,9.9,3,0,0,11.0
996,2025-03-02,34.3,18.8,26.7,0.0,8.9,3,0,0,8.0
997,2025-03-03,33.9,20.1,26.7,0.0,13.3,3,0,0,10.0
998,2025-03-04,34.0,18.6,26.3,0.0,13.5,2,0,0,15.0
999,2025-03-05,31.8,20.2,25.5,0.0,16.3,1,0,0,43.0
1000,2025-03-06,29.8,15.3,22.9,0.0,10.9,0,0,0,19.0
1001,2025-03-07,30.4,15.1,22.7,0.0,9.6,0,0,0,23.0
1002,2025-03-08,32.2,15.0,23.7,0.0,9.5,0,0,0,25.0
1003,2025-03-09,34.3,17.1,25.3,0.0,13.7,0,0,0,14.0
1004,2025-03-10,34.0,18.9,26.4,0.0,13.2,0,0,0,17.0
1005,2025-03-11,33.7,19.0,26.4,0.0,8.2,0,0,0,13.0
1006,2025-03-12,35.4,19.1,26.8,0.0,10.5,0,0,0,22.0
1007,2025-03-13,37.8,20.0,28.4,0.0,11.8,2,0,0,31.0
1008,2025-03-14,38.1,20.2,28.8,0.0,11.3,0,0,0,19.0
1009,2025-03-15,37.5,19.9,29.0,0.0,8.7,0,0,0,7.0
1010,2025-03-16,38.3,21.9,30.1,0.0,12.9,1,0,0,28.0
1011,2025-03-17,37.8,24.0,30.3,0.0,22.1,3,0,0,22.0
1012,2025-03-18,35.7,23.8,29.4,0.0,15.9,3,0,0,53.0
1013,2025-03-19,38.1,21.8,29.6,0.0,15.0,1,0,0,27.0
1014,2025-03-20,37.1,24.4,30.5,0.0,27.2,1,0,0,60.0
1015,2025-03-21,35.7,23.0,27.9,0.0,24.3,3,0,0,70.0
1016,2025-03-22,31.3,21.0,25.2,16.8,18.9,65,0,0,58.0
1017,2025-03-23,31.8,20.6,25.4,0.5,18.9,53,0,0,57.0
1018,2025-03-24,32.3,20.0,25.9,0.0,8.7,1,0,0,26.0
1019,2025-03-25,33.4,18.3,26.2,0.0,6.3,0,0,0,17.0
1020,2025-03-26,35.5,18.7,26.9,0.0,11.7,0,0,0,25.0
1021,2025-03-27,37.0,19.1,27.9,0.0,10.6,0,0,0,16.0
1022,2025-03-28,37.9,20.4,29.0,0.0,9.7,0,0,0,21.0
1023,2025-03-29,38.3,21.5,29.6,0.0,12.1,2,0,0,30.0
1024,2025-03-30,38.1,21.8,29.8,0.0,9.5,0,0,0,22.0
1025,2025-03-31,38.4,20.8,29.8,0.0,10.9,0,0,0,14.0
1026,2025-04-01,38.3,23.7,31.0,0.0,14.2,1,0,0,48.0
1027,2025-04-02,37.9,25.3,30.0,1.2,22.3,55,0,0,52.0
1028,2025-04-03,36.5,23.9,29.2,1.2,22.2,53,0,0,28.0
1029,2025-04-04,30.0,24.1,27.5,0.0,10.0,3,0,0,30.0
1030,2025-04-05,37.5,22.7,30.2,0.0,12.7,1,0,0,9.0
1031,2025-04-06,40.4,22.4,31.6,0.0,14.7,0,0,0,15.0
1032,2025-04-07,39.9,22.8,31.8,0.0,25.9,2,0,0,36.0
1033,2025-04-08,39.5,24.3,31.6,0.0,22.5,2,0,0,27.0
1034,2025-04-09,37.5,23.8,31.1,0.0,19.7,1,0,0,60.0
1035,2025-04-10,36.7,24.5,30.2,0.0,35.3,3,0,0,34.0
1036,2025-04-11,38.3,24.0,30.2,0.0,15.5,3,0,0,41.0
1037,2025-04-12,39.7,23.9,32.0,0.0,19.2,3,0,0,34.0
1038,2025-04-13,39.0,25.4,31.6,0.0,16.9,3,0,0,35.0
1039,2025-04-14,37.4,23.6,30.4,0.2,18.3,51,0,0,55.0
1040,2025-04-15,37.5,24.6,29.0,1.1,21.4,53,0,0,42.0
1041,2025-04-16,37.2,22.5,29.7,0.0,21.8,1,0,0,25.0
1042,2025-04-17,38.7,24.3,31.6,0.0,16.2,1,0,0,78.0
1043,2025-04-18,40.0,25.7,32.8,0.0,17.6,1,0,0,89.0
1044,2025-04-19,40.0,26.1,32.5,0.0,15.1,1,0,0,79.0
1045,2025-04-20,40.7,25.6,33.8,0.0,14.5,1,0,0,79.0
1046,2025-04-21,41.3,27.7,34.2,0.0,12.5,1,0,0,90.0
1047,2025-04-22,42.7,27.0,34.6,0.0,14.2,0,0,0,85.0
1048,2025-04-23,42.1,26.3,34.5,0.0,15.4,0,0,0,50.0
1049,2025-04-24,42.4,26.3,34.7,0.0,16.3,1,0,0,58.0
1050,2025-04-25,41.9,27.3,34.2,0.0,15.5,1,0,0,119.0
1051,2025-04-26,41.4,26.2,33.3,0.0,27.6,2,0,0,53.0
1052,2025-04-27,33.7,27.4,30.5,0.0,10.4,3,0,0,68.0
1053,2025-04-28,37.7,24.5,30.5,1.1,18.9,53,0,0,111.0
1054,2025-04-29,38.5,23.9,30.5,0.0,20.5,3,0,0,146.0
1055,2025-04-30,36.7,24.0,30.1,0.0,12.5,1,0,0,90.0
1056,2025-05-01,37.0,24.4,30.7,0.0,20.5,3,0,0,39.0
1057,2025-05-02,35.8,23.9,29.4,0.0,14.2,0,0,0,142.0
1058,2025-05-03,36.7,24.1,28.9,4.3,26.4,63,0,0,124.0
1059,2025-05-04,35.4,22.6,28.8,0.0,9.6,3,0,0,81.0
1060,2025-05-05,36.2,23.9,30.1,0.1,11.7,51,0,0,41.0
1061,2025-05-06,37.4,24.1,30.9,0.0,8.7,1,0,0,50.0
1062,2025-05-07,37.8,24.8,31.3,0.0,16.6,3,0,0,36.0
1063,2025-05-08,37.3,25.4,31.7,0.0,9.8,3,0,0,16.0
1064,2025-05-09,36.7,26.0,31.5,0.0,10.2,3,0,0,32.0
1065,2025-05-10,39.0,26.1,32.7,0.0,11.3,3,0,0,58.0
1066,2025-05-11,39.6,26.9,33.5,0.0,12.8,1,0,0,117.0
