,time,temp_max_C,temp_min_C,temp_mean_C,precip_mm,wind_speed_max_m_s,weather_code,heavy_rain_flag,thunderstorm_flag,Complaint_Count
1067,2025-05-12,38.9,27.7,33.6,0.8,17.6,53,0,0,90.0
1068,2025-05-13,40.1,28.4,33.3,2.4,15.7,61,0,0,76.0
1069,2025-05-14,40.1,26.9,33.0,0.0,11.3,2,0,0,71.0
1070,2025-05-15,40.0,27.8,33.1,0.0,18.9,3,0,0,74.0
1071,2025-05-16,40.0,27.8,33.3,0.0,14.8,3,0,0,56.0
1072,2025-05-17,38.9,27.8,33.3,2.5,16.1,61,0,0,56.0
1073,2025-05-18,40.0,27.7,33.0,1.8,21.7,55,0,0,59.0
1074,2025-05-19,39.9,27.7,32.8,0.1,24.4,51,0,0,116.0
1075,2025-05-20,40.1,26.9,33.5,0.0,15.3,3,0,0,84.0
1076,2025-05-21,41.3,27.6,33.7,0.1,21.9,51,0,0,127.0
1077,2025-05-22,34.3,26.4,29.8,0.7,17.7,51,0,0,72.0
1078,2025-05-23,34.4,25.8,29.6,0.2,9.4,51,0,0,71.0
1079,2025-05-24,33.6,25.1,28.4,15.5,10.1,63,0,0,65.0
1080,2025-05-25,32.7,26.0,28.8,2.2,16.1,61,0,0,78.0
1081,2025-05-26,34.5,26.3,29.2,17.8,12.0,65,0,0,49.0
1082,2025-05-27,34.9,26.4,29.3,2.5,12.4,55,0,0,80.0
1083,2025-05-28,34.6,25.9,29.4,7.4,19.5,63,0,0,102.0
1084,2025-05-29,35.2,26.0,29.9,8.8,11.8,63,0,0,112.0
1085,2025-05-30,36.7,27.0,30.7,2.7,16.0,61,0,0,95.0
1086,2025-05-31,34.5,26.4,29.3,5.4,11.4,61,0,0,62.0
1087,2025-06-01,37.1,26.2,31.2,0.0,19.7,3,0,0,36.0
1088,2025-06-02,37.3,25.6,31.7,0.0,16.7,3,0,0,38.0
1089,2025-06-03,35.9,26.7,30.9,0.2,17.0,51,0,0,31.0
1090,2025-06-04,35.9,25.7,29.7,0.1,22.6,51,0,0,50.0
1091,2025-06-05,34.9,25.0,30.0,0.0,10.0,3,0,0,44.0
1092,2025-06-06,35.7,26.3,30.9,0.3,9.7,51,0,0,63.0
1093,2025-06-07,37.3,25.9,31.4,0.2,19.9,51,0,0,43.0
1094,2025-06-08,37.4,25.9,31.8,0.0,15.8,3,0,0,78.0
1095,2025-06-09,37.3,27.6,32.1,0.3,14.2,51,0,0,53.0
1096,2025-06-10,36.8,25.8,31.1,0.5,14.5,53,0,0,41.0
1097,2025-06-11,35.4,26.7,30.4,0.3,17.7,51,0,0,48.0
1098,2025-06-12,35.1,26.6,30.3,0.9,17.1,53,0,0,36.0
1099,2025-06-13,36.0,26.6,31.2,0.0,15.2,3,0,0,43.0
1100,2025-06-14,35.8,27.2,31.3,0.2,12.7,51,0,0,83.0
1101,2025-06-15,35.6,26.2,30.1,9.0,15.5,63,0,0,72.0
1102,2025-06-16,32.4,25.4,28.0,25.2,10.5,65,0,0,83.0
1103,2025-06-17,32.5,26.0,28.0,10.4,16.5,63,0,0,78.0
1104,2025-06-18,27.2,25.2,26.4,33.6,16.4,63,0,0,75.0
1105,2025-06-19,26.7,24.5,25.7,24.8,22.8,63,0,0,39.0
1106,2025-06-20,31.8,25.2,28.1,13.2,22.1,63,0,0,45.0
1107,2025-06-21,35.2,25.4,30.2,0.7,19.2,51,0,0,42.0
1108,2025-06-22,33.9,26.7,29.6,0.2,16.4,51,0,0,32.0
1109,2025-06-23,30.0,26.2,27.6,18.3,16.1,63,0,0,37.0
1110,2025-06-24,32.3,25.5,28.0,5.8,13.1,63,0,0,35.0
1111,2025-06-25,32.2,25.0,27.4,37.7,12.8,63,0,0,39.0
1112,2025-06-26,29.7,24.4,26.9,25.9,15.3,63,0,0,29.0
1113,2025-06-27,30.8,24.6,27.5,9.5,20.8,61,0,0,42.0
1114,2025-06-28,29.4,24.7,26.6,43.3,23.6,65,0,0,34.0
1115,2025-06-29,31.6,24.6,27.6,10.2,21.1,63,0,0,15.0
1116,2025-06-30,31.1,24.4,26.6,18.9,16.8,63,0,0,24.0
1117,2025-07-01,30.2,24.2,26.4,37.9,17.1,63,0,0,40.0
1118,2025-07-02,29.7,24.7,26.2,35.6,18.3,65,0,0,62.0
1119,2025-07-03,27.2,24.1,25.2,116.0,19.6,65,1,0,50.0
1120,2025-07-04,30.3,24.0,26.6,33.3,20.3,65,0,0,68.0
1121,2025-07-05,30.5,24.6,26.4,56.5,19.6,65,1,0,78.0
1122,2025-07-06,28.9,24.5,26.3,154.8,21.6,65,1,0,78.0
1123,2025-07-07,28.9,24.2,26.0,10.2,15.6,63,0,0,56.0
1124,2025-07-08,29.2,24.0,26.3,4.7,17.6,61,0,0,37.0
1125,2025-07-09,29.1,23.1,25.2,40.1,18.5,65,0,0,48.0
1126,2025-07-10,30.5,23.7,26.3,16.7,15.8,63,0,0,59.0
1127,2025-07-11,31.2,24.6,27.7,5.3,13.4,61,0,0,38.0
1128,2025-07-12,32.8,25.3,28.4,3.9,15.5,61,0,0,49.0
1129,2025-07-13,32.7,25.6,28.9,1.8,8.7,55,0,0,92.0
1130,2025-07-14,28.9,24.8,26.9,19.7,9.9,63,0,0,67.0
1131,2025-07-15,31.3,24.3,27.2,23.6,20.2,63,0,0,42.0
1132,2025-07-16,32.9,25.0,28.1,10.6,13.5,63,0,0,36.0
1133,2025-07-17,32.8,24.7,28.0,16.2,15.7,65,0,0,64.0
1134,2025-07-18,33.2,24.6,28.4,0.9,8.3,53,0,0,58.0
1135,2025-07-19,33.3,25.1,28.9,6.3,12.9,63,0,0,36.0
1136,2025-07-20,29.5,24.9,27.3,16.5,9.2,63,0,0,48.0
1137,2025-07-21,32.1,24.8,28.6,9.9,10.2,63,0,0,51.0
1138,2025-07-22,32.5,25.2,28.7,9.5,6.8,63,0,0,78.0
1139,2025-07-23,32.7,26.0,28.4,30.5,9.3,65,0,0,105.0
1140,2025-07-24,32.4,25.3,27.7,13.5,14.7,63,0,0,79.0
1141,2025-07-25,29.9,25.4,27.1,17.1,13.9,63,0,0,52.0
1142,2025-07-26,30.1,24.7,26.8,16.2,22.0,65,0,0,56.0
1143,2025-07-27,32.0,25.1,28.2,1.7,22.2,51,0,0,46.0
1144,2025-07-28,31.1,25.8,28.3,0.8,20.2,51,0,0,47.0
1145,2025-07-29,28.9,25.0,26.5,12.8,17.8,63,0,0,24.0
1146,2025-07-30,31.1,24.7,27.4,1.5,17.4,53,0,0,28.0
1147,2025-07-31,32.7,25.4,28.7,0.9,18.6,53,0,0,37.0
1148,2025-08-01,32.2,24.8,28.7,1.8,16.0,61,0,0,64.0
1149,2025-08-02,31.1,24.9,27.4,16.4,16.8,65,0,0,37.0
1150,2025-08-03,32.3,25.9,28.7,1.4,14.8,53,0,0,30.0
1151,2025-08-04,32.6,25.5,28.8,2.1,9.0,61,0,0,50.0
1152,2025-08-05,32.8,25.3,28.9,1.8,7.3,61,0,0,58.0
1153,2025-08-06,32.6,26.3,28.6,11.5,17.0,63,0,0,44.0
1154,2025-08-07,33.2,25.7,28.3,1.6,21.0,53,0,0,26.0
1155,2025-08-08,30.1,24.8,26.6,6.8,20.6,61,0,0,35.0
1156,2025-08-09,31.8,24.0,27.7,1.0,14.5,53,0,0,35.0
1157,2025-08-10,32.2,25.1,27.8,7.1,11.5,63,0,0,43.0
1158,2025-08-11,32.6,24.3,28.6,6.3,10.0,63,0,0,58.0
1159,2025-08-12,33.1,25.0,29.1,2.9,14.1,61,0,0,62.0
1160,2025-08-13,32.7,24.8,28.2,2.5,14.0,53,0,0,83.0
1161,2025-08-14,31.2,25.6,27.7,10.7,18.3,65,0,0,47.0
1162,2025-08-15,31.6,25.0,27.6,7.9,14.4,63,0,0,48.0
1163,2025-08-16,32.3,25.3,28.3,2.5,17.3,55,0,0,51.0
1164,2025-08-17,32.6,24.5,28.3,1.6,19.1,61,0,0,37.0
1165,2025-08-18,31.7,25.5,28.1,1.5,22.0,53,0,0,54.0
1166,2025-08-19,31.0,25.6,27.4,16.4,16.0,65,0,0,50.0
1167,2025-08-20,31.5,24.9,27.2,4.4,13.6,61,0,0,48.0
1168,2025-08-21,30.4,24.0,26.7,9.9,17.9,61,0,0,59.0
1169,2025-08-22,27.4,24.7,25.7,60.9,17.0,65,1,0,30.0
1170,2025-08-23,27.4,24.3,25.6,27.3,20.2,65,0,0,30.0
1171,2025-08-24,27.8,23.8,25.4,21.5,23.0,63,0,0,31.0
1172,2025-08-25,28.7,23.8,26.0,14.5,11.5,65,0,0,27.0
1173,2025-08-26,31.2,23.9,26.8,13.3,7.8,63,0,0,36.0
1174,2025-08-27,31.7,24.1,27.2,2.4,13.7,55,0,0,29.0
1175,2025-08-28,30.9,24.3,27.3,0.9,9.9,51,0,0,17.0
1176,2025-08-29,31.8,24.4,28.0,0.5,11.0,51,0,0,20.0
1177,2025-08-30,31.4,24.6,27.9,0.8,17.7,51,0,0,27.0
1178,2025-08-31,31.3,24.3,27.4,17.9,9.2,65,0,0,44.0
1179,2025-09-01,31.1,24.5,27.4,5.4,16.8,61,0,0,34.0
1180,2025-09-02,29.3,24.6,26.5,19.4,10.2,63,0,0,35.0
1181,2025-09-03,29.8,23.9,26.3,22.8,11.5,63,0,0,54.0
1182,2025-09-04,31.4,23.6,26.5,41.2,20.6,65,0,0,38.0
1183,2025-09-05,30.1,24.4,26.8,7.2,8.5,63,0,0,34.0
1184,2025-09-06,31.0,23.8,27.3,5.8,10.2,61,0,0,37.0
1185,2025-09-07,30.7,24.6,27.2,18.6,10.2,65,0,0,54.0
1186,2025-09-08,31.7,23.7,27.3,4.6,11.8,61,0,0,58.0
1187,2025-09-09,32.1,24.7,28.0,3.5,7.0,63,0,0,49.0
1188,2025-09-10,32.0,25.1,28.2,6.3,8.9,63,0,0,72.0
1189,2025-09-11,30.4,25.4,27.3,15.7,10.3,63,0,0,52.0
1190,2025-09-12,31.7,24.1,27.0,8.2,11.4,63,0,0,37.0
1191,2025-09-13,31.1,24.3,27.3,2.5,13.9,61,0,0,36.0
1192,2025-09-14,31.5,24.6,27.3,7.0,9.8,63,0,0,73.0
1193,2025-09-15,29.3,24.8,26.5,19.4,9.7,65,0,0,50.0
1194,2025-09-16,28.5,24.6,26.3,14.1,11.7,63,0,0,22.0
1195,2025-09-17,30.6,24.1,27.0,2.1,14.0,51,0,0,34.0
1196,2025-09-18,31.2,24.4,27.7,0.9,9.3,51,0,0,48.0
1197,2025-09-19,32.2,24.4,28.0,3.5,11.0,61,0,0,50.0
1198,2025-09-20,32.4,24.7,28.0,4.8,11.8,61,0,0,49.0
1199,2025-09-21,30.7,24.8,27.1,8.8,7.3,63,0,0,83.0
1200,2025-09-22,30.7,25.2,27.2,11.0,7.8,63,0,0,98.0
1201,2025-09-23,28.1,24.0,25.9,51.3,10.5,65,1,0,79.0
1202,2025-09-24,28.9,24.0,25.8,43.2,12.1,65,0,0,52.0
1203,2025-09-25,31.4,23.7,27.2,1.9,13.4,53,0,0,53.0
1204,2025-09-26,31.5,24.5,26.9,27.3,15.6,65,0,0,58.0
1205,2025-09-27,30.6,25.1,27.0,12.1,21.8,63,0,0,36.0
1206,2025-09-28,30.4,25.1,27.1,5.8,12.3,63,0,0,29.0
1207,2025-09-29,31.1,24.0,27.2,0.5,8.2,51,0,0,12.0
1208,2025-09-30,31.0,24.2,27.2,5.0,9.3,63,0,0,19.0
1209,2025-10-01,31.8,24.3,27.8,5.2,16.3,61,0,0,65.0
1210,2025-10-02,30.5,25.1,26.7,36.4,22.8,65,0,0,60.0
1211,2025-10-03,27.9,24.4,25.9,22.6,17.4,63,0,0,28.0
1212,2025-10-04,30.6,24.6,26.3,11.3,14.4,63,0,0,30.0
1213,2025-10-05,28.8,24.1,25.5,6.1,13.3,63,0,0,35.0
1214,2025-10-06,28.8,23.0,25.7,3.0,7.1,55,0,0,17.0
1215,2025-10-07,29.9,23.5,26.0,2.5,11.1,53,0,0,35.0
1216,2025-10-08,30.6,24.5,26.9,4.9,6.9,61,0,0,40.0
1217,2025-10-09,31.0,24.2,26.7,2.6,7.4,61,0,0,34.0
1218,2025-10-10,31.2,23.2,26.3,4.8,15.7,63,0,0,31.0
1219,2025-10-11,31.5,22.8,26.8,0.0,9.0,3,0,0,14.0
1220,2025-10-12,31.0,22.4,26.5,0.0,6.2,2,0,0,31.0
1221,2025-10-13,31.0,22.9,26.5,0.0,8.2,0,0,0,26.0
1222,2025-10-14,31.4,22.5,26.6,0.0,6.3,1,0,0,15.0
1223,2025-10-15,31.4,22.4,26.4,0.0,6.1,0,0,0,18.0
1224,2025-10-16,30.9,22.2,25.9,0.0,8.2,0,0,0,18.0
1225,2025-10-17,31.0,21.7,25.5,0.0,7.8,0,0,0,17.0
1226,2025-10-18,30.5,20.6,25.5,0.0,6.3,0,0,0,37.0
1227,2025-10-19,30.2,22.6,25.9,0.6,9.4,51,0,0,42.0
