Date,Forecast,Lower_CI_95,Upper_CI_95,CI_Width
2025-01-20 07:00:00,4172.016633603023,1735.5051612861093,6608.528105919937,4873.022944633827
2025-01-20 08:00:00,4172.361885266702,1735.75469633785,6608.969074195555,4873.214377857705
2025-01-20 09:00:00,4172.706993068424,1736.004171033956,6609.409815102892,4873.405644068936
2025-01-20 10:00:00,4173.051957068132,1736.2535853580994,6609.850328778164,4873.596743420065
2025-01-20 11:00:00,4173.396777325748,1736.5029392940078,6610.290615357489,4873.787676063481
2025-01-20 12:00:00,4173.741453901168,1736.7522328254527,6610.730674976883,4873.9784421514305
2025-01-20 13:00:00,4174.085986854261,1737.0014659362541,6611.170507772268,4874.169041836014
2025-01-20 14:00:00,4174.4303762448735,1737.2506386102827,6611.610113879464,4874.359475269181
2025-01-20 15:00:00,4174.774622132825,1737.499750831466,6612.049493434184,4874.549742602718
2025-01-20 16:00:00,4175.118724577914,1737.7488025837874,6612.48864657204,4874.739843988253
2025-01-20 17:00:00,4175.462683639908,1737.9977938512693,6612.9275734285475,4874.929779577278
2025-01-20 18:00:00,4175.806499378556,1738.246724617988,6613.366274139124,4875.119549521136
2025-01-20 19:00:00,4176.1501718535765,1738.4955948680717,6613.804748839081,4875.309153971009
2025-01-20 20:00:00,4176.493701124666,1738.744404585701,6614.24299766363,4875.498593077929
2025-01-20 21:00:00,4176.837087251497,1738.9931537551042,6614.68102074789,4875.687866992786
2025-01-20 22:00:00,4177.180330293715,1739.241842360555,6615.118818226875,4875.87697586632
2025-01-20 23:00:00,4177.523430310942,1739.4904703863795,6615.556390235504,4876.065919849125
2025-01-21 00:00:00,4177.866387362774,1739.739037816957,6615.993736908591,4876.254699091634
2025-01-21 01:00:00,4178.209201508783,1739.9875446367114,6616.430858380854,4876.443313744143
2025-01-21 02:00:00,4178.551872808517,1740.235990830116,6616.867754786918,4876.631763956802
2025-01-21 03:00:00,4178.894401321497,1740.4843763816943,6617.304426261299,4876.820049879605
2025-01-21 04:00:00,4179.23678710722,1740.7327012760302,6617.74087293841,4877.008171662379
2025-01-21 05:00:00,4179.579030225161,1740.9809654977544,6618.177094952567,4877.196129454813
2025-01-21 06:00:00,4179.921130734767,1741.2291690315433,6618.61309243799,4877.383923406447
2025-01-21 07:00:00,4180.263088695459,1741.4773118621174,6619.048865528801,4877.571553666683
2025-01-21 08:00:00,4180.604904166638,1741.7253939742504,6619.484414359026,4877.759020384776
2025-01-21 09:00:00,4180.9465772076765,1741.9734153527675,6619.919739062585,4877.946323709817
2025-01-21 10:00:00,4181.288107877923,1742.2213759825431,6620.354839773303,4878.13346379076
2025-01-21 11:00:00,4181.6294962367,1742.469275848498,6620.789716624902,4878.320440776404
2025-01-21 12:00:00,4181.97074234331,1742.7171149356022,6621.2243697510185,4878.507254815417
2025-01-21 13:00:00,4182.3118462570255,1742.9648932288696,6621.658799285182,4878.693906056313
2025-01-21 14:00:00,4182.652808037097,1743.21261071337,6622.0930053608245,4878.8803946474545
2025-01-21 15:00:00,4182.9936277427505,1743.460267374221,6622.52698811128,4879.066720737059
2025-01-21 16:00:00,4183.334305433186,1743.707863196591,6622.960747669782,4879.252884473191
2025-01-21 17:00:00,4183.67484116758,1743.9553981656973,6623.3942841694625,4879.438886003765
2025-01-21 18:00:00,4184.015235005082,1744.2028722668024,6623.827597743362,4879.62472547656
2025-01-21 19:00:00,4184.355487004821,1744.4502854852167,6624.260688524426,4879.81040303921
2025-01-21 20:00:00,4184.6955972258975,1744.6976378062977,6624.693556645498,4879.9959188392
2025-01-21 21:00:00,4185.035565727389,1744.9449292154536,6625.126202239326,4880.181273023873
2025-01-21 22:00:00,4185.3753925683495,1745.1921596981447,6625.558625438554,4880.36646574041
2025-01-21 23:00:00,4185.715077807806,1745.43932923988,6625.990826375732,4880.551497135852
2025-01-22 00:00:00,4186.054621504762,1745.686437826213,6626.422805183311,4880.736367357098
2025-01-22 01:00:00,4186.394023718196,1745.9334854427425,6626.854561993649,4880.921076550907
2025-01-22 02:00:00,4186.733284507064,1746.1804720751165,6627.286096939011,4881.105624863894
2025-01-22 03:00:00,4187.072403930295,1746.4273977090306,6627.717410151559,4881.290012442529
2025-01-22 04:00:00,4187.411382046794,1746.6742623302316,6628.148501763356,4881.474239433124
2025-01-22 05:00:00,4187.750218915442,1746.9210659245164,6628.579371906368,4881.658305981851
2025-01-22 06:00:00,4188.088914595094,1747.1678084777227,6629.010020712465,4881.842212234742
2025-01-22 07:00:00,4188.427469144583,1747.414489975738,6629.440448313428,4882.02595833769
2025-01-22 08:00:00,4188.765882622716,1747.6611104044978,6629.870654840935,4882.209544436437
2025-01-22 09:00:00,4189.104155088275,1747.9076697499827,6630.300640426567,4882.392970676585
2025-01-22 10:00:00,4189.442286600019,1748.1541679982288,6630.730405201808,4882.576237203579
2025-01-22 11:00:00,4189.780277216681,1748.4006051353163,6631.159949298045,4882.759344162729
2025-01-22 12:00:00,4190.11812699697,1748.6469811473703,6631.58927284657,4882.942291699199
2025-01-22 13:00:00,4190.455835999572,1748.8932960205648,6632.018375978579,4883.125079958014
2025-01-22 14:00:00,4190.793404283145,1749.1395497411227,6632.4472588251665,4883.307709084043
2025-01-22 15:00:00,4191.130831906326,1749.3857422953079,6632.875921517345,4883.490179222037
2025-01-22 16:00:00,4191.468118927728,1749.6318736694288,6633.304364186028,4883.672490516599
2025-01-22 17:00:00,4191.805265405936,1749.8779438498386,6633.732586962033,4883.854643112194
2025-01-22 18:00:00,4192.1422713995125,1750.1239528229457,6634.16058997608,4884.0366371531345
2025-01-22 19:00:00,4192.4791369669965,1750.3699005752092,6634.588373358783,4884.218472783574
2025-01-22 20:00:00,4192.815862166901,1750.6157870931397,6635.0159372406615,4884.400150147521
2025-01-22 21:00:00,4193.152447057716,1750.8616123632937,6635.443281752138,4884.581669388845
2025-01-22 22:00:00,4193.488891697907,1751.1073763722666,6635.870407023547,4884.76303065128
2025-01-22 23:00:00,4193.825196145914,1751.3530791066923,6636.297313185135,4884.944234078443
2025-01-23 00:00:00,4194.161360460153,1751.598720553252,6636.724000367055,4885.125279813803
2025-01-23 01:00:00,4194.497384699016,1751.8443006986713,6637.150468699361,4885.30616800069
2025-01-23 02:00:00,4194.833268920871,1752.0898195297345,6637.576718312008,4885.486898782274
2025-01-23 03:00:00,4195.1690131840605,1752.3352770332704,6638.002749334851,4885.66747230158
2025-01-23 04:00:00,4195.504617546905,1752.5806731961593,6638.428561897651,4885.847888701492
2025-01-23 05:00:00,4195.840082067698,1752.826008005322,6638.8541561300735,4886.028148124751
2025-01-23 06:00:00,4196.17540680471,1753.0712814477206,6639.2795321616995,4886.2082507139785
2025-01-23 07:00:00,4196.510591816188,1753.3164935103632,6639.704690122013,4886.38819661165
2025-01-23 08:00:00,4196.845637160354,1753.5616441803045,6640.129630140404,4886.567985960099
2025-01-23 09:00:00,4197.180542895404,1753.8067334446441,6640.554352346164,4886.74761890152
2025-01-23 10:00:00,4197.515309079512,1754.0517612905328,6640.978856868491,4886.9270955779575
2025-01-23 11:00:00,4197.849935770827,1754.2967277051653,6641.403143836489,4887.106416131324
2025-01-23 12:00:00,4198.184423027475,1754.5416326757868,6641.8272133791625,4887.285580703376
2025-01-23 13:00:00,4198.518770907554,1754.7864761896785,6642.251065625431,4887.464589435753
2025-01-23 14:00:00,4198.852979469144,1755.0312582341708,6642.674700704118,4887.643442469947
2025-01-23 15:00:00,4199.1870487702945,1755.275978796638,6643.098118743951,4887.822139947313
2025-01-23 16:00:00,4199.520978869034,1755.5206378644984,6643.521319873569,4888.000682009071
2025-01-23 17:00:00,4199.854769823367,1755.76523542522,6643.944304221513,4888.179068796293
2025-01-23 18:00:00,4200.188421691273,1756.0097714663161,6644.36707191623,4888.357300449914
2025-01-23 19:00:00,4200.521934530707,1756.254245975348,6644.789623086066,4888.535377110718
2025-01-23 20:00:00,4200.855308399602,1756.4986589399218,6645.211957859283,4888.7132989193615
2025-01-23 21:00:00,4201.188543355865,1756.7430103476768,6645.634076364053,4888.8910660163765
2025-01-23 22:00:00,4201.521639457377,1756.9873001863016,6646.055978728453,4889.068678542151
2025-01-23 23:00:00,4201.854596761999,1757.2315284435363,6646.477665080462,4889.246136636926
2025-01-24 00:00:00,4202.187415327565,1757.4756951071658,6646.899135547964,4889.423440440798
2025-01-24 01:00:00,4202.520095211886,1757.7198001650204,6647.320390258751,4889.600590093731
2025-01-24 02:00:00,4202.852636472749,1757.9638436049686,6647.741429340529,4889.777585735561
2025-01-24 03:00:00,4203.185039167915,1758.2078254149228,6648.162252920908,4889.954427505985
2025-01-24 04:00:00,4203.5173033551255,1758.4517455828422,6648.582861127408,4890.131115544566
2025-01-24 05:00:00,4203.849429092093,1758.6956040967311,6649.0032540874545,4890.307649990724
2025-01-24 06:00:00,4204.181416436507,1758.9394009446387,6649.423431928375,4890.484030983736
2025-01-24 07:00:00,4204.513265446036,1759.1831361146583,6649.843394777414,4890.660258662756
2025-01-24 08:00:00,4204.844976178321,1759.4268095949255,6650.263142761717,4890.8363331667915
2025-01-24 09:00:00,4205.176548690982,1759.6704213736211,6650.682676008342,4891.012254634721
2025-01-24 10:00:00,4205.507983041612,1759.913971438972,6651.101994644251,4891.188023205279
2025-01-24 11:00:00,4205.839279287781,1760.1574597792528,6651.521098796309,4891.363639017056
2025-01-24 12:00:00,4206.170437487037,1760.4008863827808,6651.9399885912935,4891.539102208513
2025-01-24 13:00:00,4206.5014576969015,1760.6442512379094,6652.358664155894,4891.714412917985
2025-01-24 14:00:00,4206.832339974872,1760.8875543330355,6652.777125616709,4891.889571283673
2025-01-24 15:00:00,4207.163084378424,1761.130795656608,6653.19537310024,4892.0645774436325
